1,5.37E-02
2,5.13E-01
3,1.24E-01
4,1.56E-01
5,1.71E-01
6,4.58E-02
7,2.19E-02
8,4.46E-01
9,2.75E-01
10,5.28E-01
11,7.20E-02
12,8.14E-02
13,1.05E-01
14,4.48E-01
15,1.63E-01
16,7.46E-03
17,3.49E-01
18,2.39E-01
19,4.11E-01
20,4.35E-01
21,1.86E-01
22,7.54E-02
23,3.02E-01
24,1.94E-01
25,2.90E-01
26,1.39E-01
27,3.20E-02
28,1.73E-01
29,1.84E-01
30,8.50E-02
31,3.22E-01
32,1.82E-01
33,2.52E-02
34,1.17E-01
35,1.98E-01
36,2.43E-01
37,8.50E-02
38,2.56E-01
39,3.17E-01
40,1.21E-01
41,2.98E-01
42,4.86E-02
43,7.10E-01
44,2.76E-01
45,2.84E-01
46,7.60E-02
47,6.76E-02
48,7.62E-02
49,1.79E-01
50,1.46E-01
51,1.03E-01
52,1.36E-01
53,1.94E-01
54,1.81E-01
55,6.54E-02
56,3.79E-01
57,3.08E-01
58,9.15E-02
59,1.41E-01
60,0.00E+00
61,1.45E-01
62,1.38E-01
63,2.34E-01
64,7.26E-02
65,2.78E-02
66,6.65E-01
67,4.68E-02
68,7.19E-01
69,1.56E-01
70,6.23E-02
71,3.31E-01
72,1.52E-01
73,8.43E-02
74,1.49E-01
75,2.61E-02
76,3.10E-02
77,3.14E-01
78,8.07E-02
79,1.62E-01
80,2.62E-01
81,3.89E-01
82,5.74E-01
83,5.51E-02
84,2.27E-01
85,5.85E-03
86,2.05E-01
87,6.11E-02
88,4.14E-01
89,3.58E-01
90,5.19E-02
91,3.55E-02
92,1.02E-01
93,2.74E-01
94,1.32E-01
95,4.85E-01
96,6.18E-02
97,9.47E-02
98,2.05E-01
99,1.06E-01
100,3.32E-01
101,7.46E-01
102,7.56E-02
103,4.75E-01
104,1.27E-01
105,6.14E-01
106,1.69E-01
107,1.95E-01
108,4.33E-01
109,8.60E-02
110,3.32E-01
111,2.27E-02
112,3.38E-01
113,6.94E-02
114,3.94E-02
115,5.07E-01
116,2.62E-01
117,3.74E-02
118,4.96E-02
119,5.81E-01
120,4.42E-01
121,8.43E-01
122,3.58E-02
123,3.01E-01
124,1.83E-01
125,3.88E-01
126,2.20E-01
127,8.32E-01
128,3.14E-01
129,2.29E-01
130,9.23E-02
131,8.17E-02
132,3.24E-01
133,9.68E-02
134,2.53E-01
135,2.87E-01
136,4.00E-02
137,2.10E-01
138,5.94E-01
139,6.81E-01
140,3.46E-01
141,2.24E-01
142,3.16E-01
143,1.81E-01
144,6.28E-02
145,1.59E-01
146,1.25E-01
147,3.70E-01
148,8.99E-02
149,6.95E-02
150,1.86E-02
151,1.06E-01
152,1.01E-01
153,1.01E-01
154,6.12E-01
155,4.05E-02
156,1.24E-01
157,3.47E-01
158,1.96E-01
159,2.00E-01
160,5.66E-01
161,2.73E-01
162,3.02E-01
163,3.15E-01
164,6.48E-02
165,5.16E-02
166,1.82E-01
167,1.33E-01
168,2.89E-01
169,9.57E-02
170,1.26E-01
171,1.95E-01
172,8.84E-02
173,1.43E-01
174,2.32E-01
175,1.74E-01
176,7.07E-02
177,3.46E-01
178,3.49E-01
179,5.56E-01
180,2.92E-01
181,2.11E-01
182,8.28E-02
183,2.95E-01
184,4.28E-01
185,4.32E-01
186,6.12E-01
187,7.72E-01
188,3.96E-01
189,3.45E-01
190,8.95E-02
191,7.95E-02
192,7.14E-03
193,4.62E-01
194,4.57E-02
195,1.86E-01
196,6.79E-02
197,8.68E-02
198,3.20E-01
199,3.15E-01
200,3.62E-01
201,0.00E+00
202,5.82E-02
203,6.24E-02
204,1.63E-01
205,7.20E-02
206,8.33E-02
207,1.43E-02
208,8.47E-02
209,4.84E-01
210,1.13E-01
211,4.78E-01
212,9.57E-02
213,3.57E-01
214,5.34E-01
215,2.30E-02
216,3.43E-01
217,5.78E-01
218,4.18E-02
219,3.21E-01
220,8.17E-01
221,1.36E-01
222,2.46E-01
223,3.73E-01
224,2.98E-01
225,6.26E-01
226,3.30E-01
227,3.61E-01
228,9.52E-02
229,2.86E-01
230,8.17E-02
231,5.79E-01
232,3.28E-02
233,5.57E-01
234,4.38E-02
235,3.98E-01
236,1.00E-01
237,1.47E-01
238,2.41E-01
239,3.75E-01
240,1.81E-01
241,1.28E-01
242,2.97E-01
243,3.12E-01
244,3.15E-01
245,3.70E-01
246,5.21E-01
247,8.73E-02
248,1.92E-01
249,7.73E-02
250,2.73E-01